D:\Users\Sun\Downloads\Compressed\simulator-windows-64\IMG\center_2020_03_12_21_15_30_897.jpg, D:\Users\Sun\Downloads\Compressed\simulator-windows-64\IMG\left_2020_03_12_21_15_30_897.jpg, D:\Users\Sun\Downloads\Compressed\simulator-windows-64\IMG\right_2020_03_12_21_15_30_897.jpg,0,0,0,8.02E-05
D:\Users\Sun\Downloads\Compressed\simulator-windows-64\IMG\center_2020_03_12_21_15_31_005.jpg, D:\Users\Sun\Downloads\Compressed\simulator-windows-64\IMG\left_2020_03_12_21_15_31_005.jpg, D:\Users\Sun\Downloads\Compressed\simulator-windows-64\IMG\right_2020_03_12_21_15_31_005.jpg,0,0,0,7.80E-05
D:\Users\Sun\Downloads\Compressed\simulator-windows-64\IMG\center_2020_03_12_21_15_31_112.jpg, D:\Users\Sun\Downloads\Compressed\simulator-windows-64\IMG\left_2020_03_12_21_15_31_112.jpg, D:\Users\Sun\Downloads\Compressed\simulator-windows-64\IMG\right_2020_03_12_21_15_31_112.jpg,0,0,0,7.83E-05
D:\Users\Sun\Downloads\Compressed\simulator-windows-64\IMG\center_2020_03_12_21_15_31_218.jpg, D:\Users\Sun\Downloads\Compressed\simulator-windows-64\IMG\left_2020_03_12_21_15_31_218.jpg, D:\Users\Sun\Downloads\Compressed\simulator-windows-64\IMG\right_2020_03_12_21_15_31_218.jpg,0,0,0,7.83E-05
D:\Users\Sun\Downloads\Compressed\simulator-windows-64\IMG\center_2020_03_12_21_15_31_322.jpg, D:\Users\Sun\Downloads\Compressed\simulator-windows-64\IMG\left_2020_03_12_21_15_31_322.jpg, D:\Users\Sun\Downloads\Compressed\simulator-windows-64\IMG\right_2020_03_12_21_15_31_322.jpg,0,0,0,7.99E-05
D:\Users\Sun\Downloads\Compressed\simulator-windows-64\IMG\center_2020_03_12_21_15_31_426.jpg, D:\Users\Sun\Downloads\Compressed\simulator-windows-64\IMG\left_2020_03_12_21_15_31_426.jpg, D:\Users\Sun\Downloads\Compressed\simulator-windows-64\IMG\right_2020_03_12_21_15_31_426.jpg,0,0,0,7.86E-05
D:\Users\Sun\Downloads\Compressed\simulator-windows-64\IMG\center_2020_03_12_21_15_31_530.jpg, D:\Users\Sun\Downloads\Compressed\simulator-windows-64\IMG\left_2020_03_12_21_15_31_530.jpg, D:\Users\Sun\Downloads\Compressed\simulator-windows-64\IMG\right_2020_03_12_21_15_31_530.jpg,0,0,0,7.94E-05
D:\Users\Sun\Downloads\Compressed\simulator-windows-64\IMG\center_2020_03_12_21_15_31_641.jpg, D:\Users\Sun\Downloads\Compressed\simulator-windows-64\IMG\left_2020_03_12_21_15_31_641.jpg, D:\Users\Sun\Downloads\Compressed\simulator-windows-64\IMG\right_2020_03_12_21_15_31_641.jpg,0,0.3792645,0,0.3230051
D:\Users\Sun\Downloads\Compressed\simulator-windows-64\IMG\center_2020_03_12_21_15_31_747.jpg, D:\Users\Sun\Downloads\Compressed\simulator-windows-64\IMG\left_2020_03_12_21_15_31_747.jpg, D:\Users\Sun\Downloads\Compressed\simulator-windows-64\IMG\right_2020_03_12_21_15_31_747.jpg,0,0.6784098,0,0.9211909
D:\Users\Sun\Downloads\Compressed\simulator-windows-64\IMG\center_2020_03_12_21_15_31_856.jpg, D:\Users\Sun\Downloads\Compressed\simulator-windows-64\IMG\left_2020_03_12_21_15_31_856.jpg, D:\Users\Sun\Downloads\Compressed\simulator-windows-64\IMG\right_2020_03_12_21_15_31_856.jpg,0,1,0,2.178172
D:\Users\Sun\Downloads\Compressed\simulator-windows-64\IMG\center_2020_03_12_21_15_31_959.jpg, D:\Users\Sun\Downloads\Compressed\simulator-windows-64\IMG\left_2020_03_12_21_15_31_959.jpg, D:\Users\Sun\Downloads\Compressed\simulator-windows-64\IMG\right_2020_03_12_21_15_31_959.jpg,0,1,0,3.342978
D:\Users\Sun\Downloads\Compressed\simulator-windows-64\IMG\center_2020_03_12_21_15_32_059.jpg, D:\Users\Sun\Downloads\Compressed\simulator-windows-64\IMG\left_2020_03_12_21_15_32_059.jpg, D:\Users\Sun\Downloads\Compressed\simulator-windows-64\IMG\right_2020_03_12_21_15_32_059.jpg,0,1,0,4.515637
D:\Users\Sun\Downloads\Compressed\simulator-windows-64\IMG\center_2020_03_12_21_15_32_167.jpg, D:\Users\Sun\Downloads\Compressed\simulator-windows-64\IMG\left_2020_03_12_21_15_32_167.jpg, D:\Users\Sun\Downloads\Compressed\simulator-windows-64\IMG\right_2020_03_12_21_15_32_167.jpg,-0.0630447,1,0,5.675627
D:\Users\Sun\Downloads\Compressed\simulator-windows-64\IMG\center_2020_03_12_21_15_32_270.jpg, D:\Users\Sun\Downloads\Compressed\simulator-windows-64\IMG\left_2020_03_12_21_15_32_270.jpg, D:\Users\Sun\Downloads\Compressed\simulator-windows-64\IMG\right_2020_03_12_21_15_32_270.jpg,-0.3499314,1,0,6.799036
D:\Users\Sun\Downloads\Compressed\simulator-windows-64\IMG\center_2020_03_12_21_15_32_377.jpg, D:\Users\Sun\Downloads\Compressed\simulator-windows-64\IMG\left_2020_03_12_21_15_32_377.jpg, D:\Users\Sun\Downloads\Compressed\simulator-windows-64\IMG\right_2020_03_12_21_15_32_377.jpg,-0.2511411,1,0,8.136098
D:\Users\Sun\Downloads\Compressed\simulator-windows-64\IMG\center_2020_03_12_21_15_32_480.jpg, D:\Users\Sun\Downloads\Compressed\simulator-windows-64\IMG\left_2020_03_12_21_15_32_480.jpg, D:\Users\Sun\Downloads\Compressed\simulator-windows-64\IMG\right_2020_03_12_21_15_32_480.jpg,0,1,0,9.254371
D:\Users\Sun\Downloads\Compressed\simulator-windows-64\IMG\center_2020_03_12_21_15_32_584.jpg, D:\Users\Sun\Downloads\Compressed\simulator-windows-64\IMG\left_2020_03_12_21_15_32_584.jpg, D:\Users\Sun\Downloads\Compressed\simulator-windows-64\IMG\right_2020_03_12_21_15_32_584.jpg,0,1,0,10.36678
